STATION,NAME,DATE,Avg_Wind_Speed,Precipitation,Snowfall,TMAX,TMIN,Fog,Heavy_fog,Thunder,Ice_pellets,Hail,Glaze,Dust,Smoke,Blowing,High_winds,Mist,Drizzle,Freezing_dizzile, Rain,Freezing,Snow,Ice Fog,Rain
USW00094746,"WORCESTER, MA US",12/8/1974,,1.76,0,54,37,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",12/9/1974,,0,0,52,27,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",12/10/1974,,0,0,30,21,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/11/1974,,0,0,37,24,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/12/1974,,0.02,0,42,29,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",12/13/1974,,0,0,42,32,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/14/1974,,0.04,0.2,36,27,1,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/15/1974,,0,0,32,21,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/16/1974,,1,4.2,36,23,1,1,,1,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/17/1974,,0.23,0,40,31,1,1,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/18/1974,,0,0,34,26,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/19/1974,,0,0,32,23,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/20/1974,,0,0,37,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/21/1974,,0,0,33,29,1,1,,,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/22/1974,,0.05,0.5,34,26,1,1,,,,1,,1,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/23/1974,,0,0,37,24,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/24/1974,,0,0,39,29,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/25/1974,,0.42,5.1,30,22,1,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/26/1974,,0,0,22,9,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/27/1974,,0,0,33,15,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/28/1974,,0,0,39,24,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/29/1974,,0,0,38,23,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/30/1974,,0,0,41,28,,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/31/1974,,0.15,1.9,36,22,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/1/1975,,0.1,1.5,34,27,1,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/2/1975,,0,0,32,18,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/3/1975,,0.02,0.4,31,13,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/4/1975,,0,0,39,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/5/1975,,0,0,31,19,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/6/1975,,0,0,33,16,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/7/1975,,0.59,8.4,35,27,,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/8/1975,,0,0,40,26,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/9/1975,,0.64,5.8,33,31,1,1,,1,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/10/1975,,0,0,36,31,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",1/11/1975,,0.79,0,56,35,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",1/12/1975,,0.05,0,50,32,1,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/13/1975,,1.23,4.8,32,29,1,,,1,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/14/1975,,0,0,29,12,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/15/1975,,0,0,22,9,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/16/1975,,0,0,29,13,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/17/1975,,0,0,20,6,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/18/1975,,0.75,0.4,42,3,,,,1,,,,1,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/19/1975,,0.04,0.7,41,32,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/20/1975,,0.03,0.6,32,4,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/21/1975,,0,0,23,1,,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/22/1975,,0,0,38,20,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/23/1975,,0,0,28,9,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/24/1975,,0,0,40,26,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/25/1975,,0.73,0,38,31,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",1/26/1975,,0,0,40,26,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/27/1975,,0,0,28,21,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/28/1975,,0,0,37,20,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/29/1975,,0.38,0,47,25,1,1,,,,1,,1,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/30/1975,,0,0,38,18,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/31/1975,,0,0,27,14,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/1/1975,,0,0,29,16,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/2/1975,,0,0,27,9,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/3/1975,,0,0,30,7,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/4/1975,,0,0,21,2,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/5/1975,,0.87,12.1,26,15,1,1,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/6/1975,,0.03,0.3,34,25,1,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/7/1975,,0,0,34,16,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/8/1975,,0,0,29,7,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/9/1975,,0.16,3.7,22,2,1,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/10/1975,,0,0,19,-4,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/11/1975,,0.01,0.2,20,9,1,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/12/1975,,0.24,2.9,17,9,1,1,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/13/1975,,0.02,0.4,23,7,1,,,,,,,1,1,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/14/1975,,0,0,29,-1,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/15/1975,,0,0,35,13,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/16/1975,,0.05,0.5,38,26,1,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/17/1975,,0.13,1.3,34,26,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/18/1975,,0.05,0.5,36,26,1,1,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/19/1975,,0.04,0,43,29,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",2/20/1975,,0,0,41,27,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/21/1975,,0,0,38,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/22/1975,,0,0,50,26,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/23/1975,,0.07,0,41,34,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",2/24/1975,,1.61,0,39,32,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",2/25/1975,,0.24,0,45,32,1,1,,,,,,1,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",2/26/1975,,0,0,39,32,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/27/1975,,0,0,40,26,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/28/1975,,0,0,38,18,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/1/1975,,0.11,1.4,36,23,1,1,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/2/1975,,0,0,32,19,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/3/1975,,0,0,29,17,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/4/1975,,0,0,31,15,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/5/1975,,0,0,36,15,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/6/1975,,0,0,41,25,,,,,,,,1,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/7/1975,,0.07,0,44,29,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/8/1975,,0.01,0,41,13,1,1,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/9/1975,,0,0,28,7,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/10/1975,,0.05,0.5,30,15,,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/11/1975,,0.03,0.3,37,26,1,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/12/1975,,0.26,0,35,29,1,1,,,,,,1,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/13/1975,,0,0,43,28,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/14/1975,,0.14,1.8,31,23,1,,,,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/15/1975,,0.08,0.9,35,20,1,,,,,1,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/16/1975,,0,0,46,21,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/17/1975,,0,0,46,30,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/18/1975,,0,0,49,30,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/19/1975,,0.79,0,52,30,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/20/1975,,0.95,0,50,36,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/21/1975,,0,0,44,28,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/22/1975,,0.02,0,36,28,1,1,,1,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/23/1975,,0,0,47,31,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/24/1975,,0.4,0,40,27,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/25/1975,,0,0,53,36,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/26/1975,,0,0,36,14,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",3/27/1975,,0,0,28,11,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/28/1975,,0,0,43,14,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/29/1975,,0,0,42,27,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/30/1975,,0.46,0,43,31,1,1,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/31/1975,,0,0,34,24,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/1/1975,,0,0,55,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/2/1975,,0,0,43,27,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/3/1975,,1.98,0,47,28,1,1,,,,,,1,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",4/4/1975,,0.07,1,31,24,,,,,,,,,1,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/5/1975,,0,0,34,25,,,,,,,,1,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/6/1975,,0,0,37,31,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/7/1975,,0,0,40,28,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/8/1975,,0,0,40,26,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/9/1975,,0,0,41,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/10/1975,,0,0,48,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/11/1975,,0,0,48,28,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/12/1975,,0,0,48,30,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/13/1975,,0,0,42,27,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/14/1975,,0,0,53,27,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/15/1975,,0,0,52,35,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/16/1975,,0,0,53,34,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/17/1975,,0,0,62,36,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/18/1975,,0,0,63,45,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/19/1975,,0.14,0,62,45,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/20/1975,,0,0,53,37,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/21/1975,,0,0,45,28,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/22/1975,,0,0,54,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/23/1975,,0,0,63,33,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/24/1975,,0.34,0,57,40,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/25/1975,,0.06,0,58,43,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/26/1975,,0.07,0.4,56,32,1,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",4/27/1975,,0,0,48,32,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/28/1975,,0,0,48,32,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",4/29/1975,,0,0,56,32,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/30/1975,,0,0,68,35,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/1/1975,,0,0,63,41,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/2/1975,,0.31,0,47,42,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/3/1975,,0,0,68,40,1,1,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/4/1975,,0.3,0,48,40,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/5/1975,,0.01,0,51,37,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/6/1975,,0,0,63,44,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/7/1975,,0,0,65,45,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/8/1975,,0,0,65,43,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/9/1975,,0,0,70,44,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/10/1975,,0,0,67,44,,,1,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/11/1975,,0.01,0,73,46,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/12/1975,,0.03,0,73,50,,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/13/1975,,0.92,0,72,53,1,1,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/14/1975,,0,0,72,49,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/15/1975,,0,0,79,49,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/16/1975,,0.16,0,73,52,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/17/1975,,0,0,74,52,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/18/1975,,0,0,71,51,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/19/1975,,0,0,80,54,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/20/1975,,0,0,86,60,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/21/1975,,0,0,88,53,,,1,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/22/1975,,0,0,71,51,1,1,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/23/1975,,0,0,86,56,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/24/1975,,0,0,85,52,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/25/1975,,0,0,63,46,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/26/1975,,0,0,71,43,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/27/1975,,0.02,0,77,56,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/28/1975,,0,0,75,55,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/29/1975,,0,0,77,56,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/30/1975,,0.23,0,76,56,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/31/1975,,0.08,0,76,58,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/1/1975,,0.07,0,72,59,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/2/1975,,0,0,74,56,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/3/1975,,0.1,0,64,52,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/4/1975,,0.54,0,65,48,1,1,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/5/1975,,0.17,0,59,44,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/6/1975,,0.84,0,55,45,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/7/1975,,0,0,67,50,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/8/1975,,0.18,0,54,43,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/9/1975,,0,0,59,42,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/10/1975,,0,0,73,40,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/11/1975,,0,0,78,51,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/12/1975,,0.94,0,60,54,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/13/1975,,0.23,0,65,56,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/14/1975,,0.01,0,73,59,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/15/1975,,0,0,74,60,1,1,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/16/1975,,0,0,72,57,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/17/1975,,0.02,0,76,62,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/18/1975,,0.22,0,79,66,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/19/1975,,0,0,84,65,1,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/20/1975,,0,0,73,60,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/21/1975,,0,0,78,53,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/22/1975,,0,0,80,55,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/23/1975,,0,0,87,61,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/24/1975,,0,0,86,71,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/25/1975,,0,0,79,59,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/26/1975,,0,0,77,58,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/27/1975,,0,0,73,53,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/28/1975,,0,0,75,59,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/29/1975,,0,0,78,62,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/30/1975,,0,0,70,53,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/1/1975,,0,0,76,53,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/2/1975,,0,0,83,55,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/3/1975,,0,0,83,67,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/4/1975,,0,0,83,62,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/5/1975,,0,0,85,61,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/6/1975,,0,0,83,61,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/7/1975,,0.08,0,80,64,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/8/1975,,0,0,80,63,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/9/1975,,0.14,0,82,64,1,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/10/1975,,0.15,0,81,64,1,1,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/11/1975,,0,0,80,66,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/12/1975,,1.01,0,67,63,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/13/1975,,0.67,0,75,66,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/14/1975,,0.13,0,76,68,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/15/1975,,0.01,0,81,69,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/16/1975,,0,0,84,69,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/17/1975,,0,0,85,70,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/18/1975,,0,0,86,70,1,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/19/1975,,0,0,83,69,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/20/1975,,0.39,0,78,66,1,,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/21/1975,,0.96,0,80,66,1,,1,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/22/1975,,0,0,82,63,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/23/1975,,0,0,84,60,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/24/1975,,0.06,0,85,66,,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/25/1975,,0.29,0,76,63,1,,1,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/26/1975,,0,0,72,54,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/27/1975,,0,0,76,54,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/28/1975,,0.03,0,82,58,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",7/29/1975,,0,0,77,59,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/30/1975,,0,0,82,57,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",7/31/1975,,0,0,88,65,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/1/1975,,0,0,92,72,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/2/1975,,0,0,96,75,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/3/1975,,0,0,90,65,1,1,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/4/1975,,0,0,69,63,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/5/1975,,0.06,0,87,65,1,1,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/6/1975,,0.87,0,73,59,1,1,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/7/1975,,0.75,0,59,55,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/8/1975,,0.93,0,64,57,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/9/1975,,0,0,81,57,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/10/1975,,0,0,84,59,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/11/1975,,0,0,82,64,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/12/1975,,0,0,83,64,1,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/13/1975,,0,0,83,66,,,,,,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/14/1975,,0,0,82,63,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/15/1975,,0,0,77,61,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",8/16/1975,,0,0,73,62,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",8/17/1975,,0,0,70,61,,,,,,,,,,,,,,,,,,
